Age	SLOCStandard	Readability	McCabe	totalFanOut	MaintainabilityIndex	isGetterSetter	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	TangledCommit	TangledWMoveandFileRename	Buggycommiit	RiskyCommit	file	
151	7	0.18815524876117706	2	3	112.40554809570312	0	0	0	0	0	0	0	0	0	1182.json	
532	2,2	0.4634702503681183,0.503929078578949	1,1	0,0	139.56419372558594,139.0139617919922	0,0	0,0	0,1	0,2	0,11	0,20	0,20	0,0	0,1	801.json	
1027	3,3,3	0.09248309582471848,0.19041912257671356,0.8433163166046143	1,1,1	2,1,0	128.3238067626953,129.58164978027344,133.59722900390625	0,0,0	0,59,80	0,1,2	0,2,4	0,12,38	0,5,1477	0,5,186	0,0,0	0,0,0	1781.json	
711	3	0.7569599747657776	1	1	130.45266723632812	0	0	0	0	0	0	0	0	0	1139.json	
554	9	0.44911718368530273	3	2	105.23158264160156	0	0	0	0	0	0	0	0	0	1421.json	
782	3,3,3	0.679146409034729,0.679146409034729,0.7776774764060974	1,1,1	1,1,1	129.57785034179688,129.57785034179688,130.30841064453125	0,0,0	0,29,392	0,0,1	0,0,2	0,0,9	0,188,11	0,22,8	0,0,0	0,0,0	1170.json	
1223	5,5,5,5	0.8869953155517578,0.8869953155517578,0.8539432883262634,0.8539432883262634	1,1,1,1	0,0,1,1	120.87109375,120.87109375,121.30247497558594,121.30247497558594	0,0,0,0	0,276,372,470	0,0,1,0	0,0,2,0	0,0,16,0	0,1477,9,188	0,186,9,22	0,0,0,0	0,0,1,0	1359.json	
1583	3,3,3,3,3,3	0.8480001091957092,0.8480001091957092,0.8480001091957092,0.8480001091957092,0.7076577544212341,0.7076577544212341	2,2,2,2,2,2	1,1,1,1,2,2	129.8434600830078,129.8434600830078,129.8434600830078,129.8434600830078,129.01284790039062,129.01284790039062	1,1,1,1,1,1	0,31,59,299,635,636	0,0,0,0,1,0	0,0,0,0,2,0	0,0,0,0,11,0	0,176,182,84,13,1477	0,0,5,1,13,186	0,0,0,0,0,0	0,0,0,0,0,0	2100.json	
2122	6,6,6,6,6,6,6,6,6,6	0.015259557403624058,0.015259557403624058,0.015259557403624058,0.014192849397659302,0.014192849397659302,0.014192849397659302,0.014192849397659302,0.014192849397659302,0.11918956786394119,0.11918956786394119	3,3,3,3,3,3,3,3,3,3	4,4,4,4,4,4,4,4,3,3	112.62932586669922,112.62932586669922,112.62932586669922,112.62932586669922,112.62932586669922,112.62932586669922,112.62932586669922,112.62932586669922,113.32675170898438,113.32675170898438	0,0,0,0,0,0,0,0,0,0	0,80,97,180,311,519,994,1175,1382,1382	0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,2,0	0,0,0,24,0,0,0,0,16,0	0,269,267,319,85,188,186,1477,67,260	0,1,11,2,1,0,54,186,33,91	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1589.json	
361	3	0.6961517930030823	1	0	132.9956512451172	0	0	0	0	0	0	0	0	0	1058.json	
316	3	0.8706942796707153	1	1	131.28770446777344	0	0	0	0	0	0	0	0	0	213.json	
951	3,3,3	0.8929940462112427,0.8929940462112427,0.9165305495262146	1,1,1	0,0,0	133.59722900390625,133.59722900390625,133.59722900390625	0,0,0	0,4,5	0,0,2	0,0,4	0,0,17	0,32,1477	0,13,186	0,0,0	0,0,0	966.json	
